PERSPECTIVE_THREAT,PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_TOXICITY,PERSPECTIVE_PROFANITY,PERSPECTIVE_FLIRTATION,PERSPECTIVE_INSULT,video_id
0.13837382,0.061094876,0.17308556,0.12449294,0.0753116,0.1307886,0.39458168,0.1235764,b8vG6Hwf26Y
0.12213356,0.1495207,0.20721841,0.081974894,0.008711713,0.114615664,0.3603038,0.10066107,c743mqIwLZA
0.22995453,0.15423565,0.17319472,0.2576624,0.015549194,0.25853705,0.29198298,0.19002533,o2VpRp258bg
0.15997134,0.07926133,0.13754885,0.08694723,0.042001735,0.12760209,0.33113113,0.06718633,4tLWMqSxUhE
0.05363755,0.18696554,0.11069099,0.044683896,0.15334547,0.037697107,0.517935,0.070972286,3-AiAv5sS7o
0.09742905,0.09287363,0.1374308,0.23563011,0.015549194,0.16444753,0.24332586,0.11936964,xMY_ZSnj2NU
0.19833466,0.20465931,0.18860601,0.13558349,0.41665444,0.27514187,0.3240973,0.44265416,yv_EO5UxEMg
0.3535251,0.07339675,0.20184268,0.12364249,0.20742953,0.13642275,0.36746907,0.0660494,ue7WTokXXmM
0.071569815,0.041294742,0.10699315,0.042523008,0.11794081,0.05139192,0.38786334,0.092129424,zCaKRUcSNPU
0.06100053,0.12911667,0.14875303,0.027887976,0.03427619,0.06827825,0.38060004,0.041509416,3Fou0p7oz9o
0.28270394,0.0927434,0.1533124,0.077970214,0.0765103,0.14552306,0.3196518,0.14268334,lrZfP1HpRZ8
0.058920916,0.031999853,0.09412021,0.036219034,0.022773718,0.07006737,0.2941368,0.043930605,s4IKYYrQlgc
0.04560033,0.066504024,0.052290086,0.025798114,0.018187003,0.029442709,0.252429,0.015493208,KfkvL7kVg_k
0.097575635,0.13898769,0.19010848,0.066366784,0.012911384,0.10903265,0.27992168,0.08435559,j5qfXAVoXrY
0.4441176,0.012795911,0.07668143,0.103466526,0.001466414,0.07826315,0.3846119,0.074534714,tbROimzK5M8
